ID,brand,name,category,description,ingredients,price_rsd,shade
10151,FaceCraft,ShineLess Powder,bb cream,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"vitamin e, cetyl alcohol, dimethicone, silica, tocopherol",1981,
10152,AuraBeauty,CloudTint Cream Blush,bb cream,Intense color payoff with easy blendability. Infused with nourishing ingredients for radiant look.,"dimethicone, aloe vera extract, cetearyl alcohol, niacinamide, glycerin",718,
10153,ProLuxe,LashLift Mascara,bb cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"titanium dioxide, iron oxides, aloe vera extract, tocopherol, shea butter",7567,
10154,MakeUpArt,NudeBloom Lip Gloss,bb cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"water, vitamin e, cetyl alcohol, titanium dioxide, hyaluronic acid",3048,
10155,Cosmetica,Velvet Touch Lipstick,bb cream,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"dimethicone, vitamin e, niacinamide, aloe vera extract, iron oxides",4521,
10156,BeautyPro,Radiant Glow Blush,bb cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","mica, aloe vera extract, iron oxides, vitamin e, panthenol",8421,
10157,LuxeSkin,PureMatte Foundation,bb cream,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"mica, cetearyl alcohol, water, vitamin e, glycerin",1867,
10158,Glamora,SilkySmooth Mascara,bb cream,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"titanium dioxide, aloe vera extract, shea butter, panthenol, hyaluronic acid",5056,
10159,ColorMuse,SoftBlend Eyeshadow,bb cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"silica, glycerin, vitamin e, dimethicone, hyaluronic acid",968,
10160,SkinTone,HydraWear Concealer,bb cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","aloe vera extract, mica, silica, water, vitamin e",1373,
10161,FaceCraft,ShineLess Powder,bb cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","niacinamide, panthenol, silica, aloe vera extract, cetyl alcohol",5825,
10162,AuraBeauty,CloudTint Cream Blush,bb cream,High coverage and lightweight feel. Moisturizing texture with natural finish.,"cetyl alcohol, glycerin, hyaluronic acid, vitamin e, niacinamide",6255,
10163,ProLuxe,LashLift Mascara,bb cream,Moisturizing texture with natural finish. Matte effect that lasts all day.,"silica, niacinamide, mica, cetyl alcohol, cetearyl alcohol",4089,
10164,MakeUpArt,NudeBloom Lip Gloss,bb cream,"Long-lasting formula with smooth application. Soft, creamy formula suitable for all skin types.","dimethicone, panthenol, cetyl alcohol, tocopherol, hyaluronic acid",3896,
10165,Cosmetica,Velvet Touch Lipstick,bb cream,High coverage and lightweight feel. Matte effect that lasts all day.,"water, silica, shea butter, dimethicone, panthenol",7142,
10166,BeautyPro,Radiant Glow Blush,bb cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"glycerin, vitamin e, aloe vera extract, mica, hyaluronic acid",8787,
10167,LuxeSkin,PureMatte Foundation,bb cream,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"cetyl alcohol, dimethicone, glycerin, panthenol, tocopherol",4476,
10168,Glamora,SilkySmooth Mascara,bb cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"tocopherol, shea butter, dimethicone, niacinamide, iron oxides",3863,
10169,ColorMuse,SoftBlend Eyeshadow,bb cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","shea butter, mica, cetearyl alcohol, glycerin, tocopherol",7214,
10170,SkinTone,HydraWear Concealer,bb cream,Matte effect that lasts all day. Long-lasting formula with smooth application.,"aloe vera extract, vitamin e, panthenol, shea butter, dimethicone",1939,
10171,FaceCraft,ShineLess Powder,bb cream,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"glycerin, hyaluronic acid, mica, niacinamide, cetyl alcohol",1924,
10172,AuraBeauty,CloudTint Cream Blush,bb cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"niacinamide, glycerin, tocopherol, iron oxides, vitamin e",1359,
10173,ProLuxe,LashLift Mascara,bb cream,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","dimethicone, glycerin, hyaluronic acid, vitamin e, aloe vera extract",2208,
10174,MakeUpArt,NudeBloom Lip Gloss,bb cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"dimethicone, glycerin, niacinamide, vitamin e, shea butter",6044,
10175,Cosmetica,Velvet Touch Lipstick,bb cream,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"mica, niacinamide, shea butter, silica, tocopherol",5767,
10176,BeautyPro,Radiant Glow Blush,bb cream,Matte effect that lasts all day. Moisturizing texture with natural finish.,"cetyl alcohol, silica, shea butter, vitamin e, iron oxides",8678,
10177,LuxeSkin,PureMatte Foundation,bb cream,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"hyaluronic acid, silica, shea butter, tocopherol, iron oxides",4070,
10178,Glamora,SilkySmooth Mascara,bb cream,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"titanium dioxide, mica, aloe vera extract, shea butter, vitamin e",3212,
10179,ColorMuse,SoftBlend Eyeshadow,bb cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"cetearyl alcohol, hyaluronic acid, silica, cetyl alcohol, tocopherol",6477,
10180,SkinTone,HydraWear Concealer,bb cream,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","shea butter, titanium dioxide, iron oxides, water, mica",8194,
10181,FaceCraft,ShineLess Powder,bb cream,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"vitamin e, dimethicone, niacinamide, hyaluronic acid, shea butter",1508,
10182,AuraBeauty,CloudTint Cream Blush,bb cream,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","panthenol, silica, hyaluronic acid, shea butter, dimethicone",4309,
10183,ProLuxe,LashLift Mascara,bb cream,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"tocopherol, hyaluronic acid, cetyl alcohol, cetearyl alcohol, panthenol",4064,
10184,MakeUpArt,NudeBloom Lip Gloss,bb cream,High coverage and lightweight feel. Buildable coverage and comfortable wear all day.,"glycerin, hyaluronic acid, tocopherol, vitamin e, silica",5079,
10185,Cosmetica,Velvet Touch Lipstick,bb cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"mica, iron oxides, cetearyl alcohol, cetyl alcohol, hyaluronic acid",6475,
10186,BeautyPro,Radiant Glow Blush,bb cream,Intense color payoff with easy blendability. Matte effect that lasts all day.,"silica, hyaluronic acid, panthenol, mica, aloe vera extract",6766,
10187,LuxeSkin,PureMatte Foundation,bb cream,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"iron oxides, tocopherol, dimethicone, aloe vera extract, niacinamide",2110,
10188,Glamora,SilkySmooth Mascara,bb cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","titanium dioxide, panthenol, tocopherol, shea butter, hyaluronic acid",4431,
10189,ColorMuse,SoftBlend Eyeshadow,bb cream,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"tocopherol, water, mica, aloe vera extract, cetearyl alcohol",2170,
10190,SkinTone,HydraWear Concealer,bb cream,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","iron oxides, water, niacinamide, tocopherol, mica",3732,
10191,FaceCraft,ShineLess Powder,bb cream,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"titanium dioxide, tocopherol, niacinamide, glycerin, vitamin e",5102,
10192,AuraBeauty,CloudTint Cream Blush,bb cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"iron oxides, tocopherol, panthenol, mica, dimethicone",6814,
10193,ProLuxe,LashLift Mascara,bb cream,"Soft, creamy formula suitable for all skin types. Long-lasting formula with smooth application.","glycerin, water, tocopherol, iron oxides, silica",6137,
10194,MakeUpArt,NudeBloom Lip Gloss,bb cream,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"titanium dioxide, tocopherol, cetyl alcohol, aloe vera extract, water",6593,
10195,Cosmetica,Velvet Touch Lipstick,bb cream,Long-lasting formula with smooth application. High coverage and lightweight feel.,"shea butter, panthenol, titanium dioxide, dimethicone, iron oxides",5733,
10196,BeautyPro,Radiant Glow Blush,bb cream,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","dimethicone, cetyl alcohol, niacinamide, mica, iron oxides",5799,
10197,LuxeSkin,PureMatte Foundation,bb cream,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"hyaluronic acid, iron oxides, mica, glycerin, titanium dioxide",2676,
10198,Glamora,SilkySmooth Mascara,bb cream,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"iron oxides, silica, tocopherol, niacinamide, water",1567,
10199,ColorMuse,SoftBlend Eyeshadow,bb cream,Matte effect that lasts all day. Long-lasting formula with smooth application.,"glycerin, iron oxides, hyaluronic acid, titanium dioxide, niacinamide",5955,
10200,SkinTone,HydraWear Concealer,bb cream,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","water, cetearyl alcohol, panthenol, hyaluronic acid, niacinamide",7241,
10201,FaceCraft,ShineLess Powder,bb cream,Moisturizing texture with natural finish. Buildable coverage and comfortable wear all day.,"niacinamide, glycerin, hyaluronic acid, iron oxides, cetearyl alcohol",7169,
10202,AuraBeauty,CloudTint Cream Blush,bb cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","panthenol, niacinamide, tocopherol, cetearyl alcohol, vitamin e",6321,
10203,ProLuxe,LashLift Mascara,bb cream,Matte effect that lasts all day. High coverage and lightweight feel.,"aloe vera extract, tocopherol, iron oxides, mica, hyaluronic acid",4967,
10204,MakeUpArt,NudeBloom Lip Gloss,bb cream,High coverage and lightweight feel. Intense color payoff with easy blendability.,"vitamin e, silica, tocopherol, hyaluronic acid, water",1179,
10205,Cosmetica,Velvet Touch Lipstick,bb cream,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"mica, shea butter, hyaluronic acid, aloe vera extract, tocopherol",7709,
10206,BeautyPro,Radiant Glow Blush,bb cream,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"titanium dioxide, hyaluronic acid, shea butter, mica, vitamin e",3848,
10207,LuxeSkin,PureMatte Foundation,bb cream,High coverage and lightweight feel. Matte effect that lasts all day.,"vitamin e, hyaluronic acid, panthenol, cetearyl alcohol, glycerin",4397,
10208,Glamora,SilkySmooth Mascara,bb cream,Long-lasting formula with smooth application. Matte effect that lasts all day.,"dimethicone, water, niacinamide, aloe vera extract, tocopherol",6786,
10209,ColorMuse,SoftBlend Eyeshadow,bb cream,Matte effect that lasts all day. Long-lasting formula with smooth application.,"cetearyl alcohol, cetyl alcohol, dimethicone, niacinamide, vitamin e",1459,
10210,SkinTone,HydraWear Concealer,bb cream,High coverage and lightweight feel. Matte effect that lasts all day.,"aloe vera extract, mica, shea butter, dimethicone, iron oxides",668,
10211,FaceCraft,ShineLess Powder,bb cream,Moisturizing texture with natural finish. High coverage and lightweight feel.,"glycerin, tocopherol, titanium dioxide, panthenol, vitamin e",8937,
10212,AuraBeauty,CloudTint Cream Blush,bb cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","mica, panthenol, shea butter, cetearyl alcohol, vitamin e",5262,
10213,ProLuxe,LashLift Mascara,bb cream,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"vitamin e, dimethicone, glycerin, iron oxides, niacinamide",4978,
10214,MakeUpArt,NudeBloom Lip Gloss,bb cream,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","water, hyaluronic acid, dimethicone, iron oxides, niacinamide",7636,
10215,Cosmetica,Velvet Touch Lipstick,bb cream,Moisturizing texture with natural finish. Infused with nourishing ingredients for radiant look.,"shea butter, water, dimethicone, panthenol, glycerin",1809,
10216,BeautyPro,Radiant Glow Blush,bb cream,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","mica, vitamin e, iron oxides, glycerin, water",1149,
10217,LuxeSkin,PureMatte Foundation,bb cream,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, mica, aloe vera extract, glycerin, tocopherol",1874,
10218,Glamora,SilkySmooth Mascara,bb cream,Matte effect that lasts all day. High coverage and lightweight feel.,"titanium dioxide, water, silica, cetyl alcohol, hyaluronic acid",5415,
10219,ColorMuse,SoftBlend Eyeshadow,bb cream,Matte effect that lasts all day. Moisturizing texture with natural finish.,"niacinamide, glycerin, vitamin e, hyaluronic acid, cetearyl alcohol",4771,
10220,SkinTone,HydraWear Concealer,bb cream,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","water, hyaluronic acid, cetearyl alcohol, glycerin, tocopherol",6057,
