ID,brand,name,category,description,ingredients,price_rsd,shade
96,Clé de Peau,Luminous Blush - Signature,blush,Luminous Blush - Signature by Clé de Peau — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, butyrospermum parkii (shea) butter, aloe barbadensis leaf juice, octyldodecanol",27779,Shell
97,Tom Ford,Creamy Blush - Signature,blush,Creamy Blush - Signature by Tom Ford — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, phenoxyethanol, butyrospermum parkii (shea) butter, caprylic/capric triglyceride, fragrance (parfum), kaolin, ethylhexylglycerin, silica, camellia sinensis leaf extract, titanium dioxide",8331,Caramel
98,Bobbi Brown,Velvet Blush - Collection,blush,Velvet Blush - Collection by Bobbi Brown — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, butyrospermum parkii (shea) butter, cyclopentasiloxane, fragrance (parfum), camellia sinensis leaf extract, octyldodecanol, kaempferia extract, mica, phenoxyethanol",19959,Shell
99,Tom Ford,Luminous Blush - Signature,blush,Luminous Blush - Signature by Tom Ford — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, hyaluronic acid, silica, cyclopentasiloxane, glycerin",21048,Rose
100,La Mer,Intense Blush - Collection,blush,Intense Blush - Collection by La Mer — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, hyaluronic acid, squalane, dimethicone, camellia sinensis leaf extract, cyclopentasiloxane, glycerin, silica, ethylhexylglycerin",24431,Fuchsia
101,Givenchy,Infused Blush - Collection,blush,Infused Blush - Collection by Givenchy — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, kaolin, kaempferia extract, butyrospermum parkii (shea) butter, phenoxyethanol, cetearyl alcohol, fragrance (parfum), talc",20501,Espresso
102,Marc Jacobs,Glow Blush,blush,Glow Blush by Marc Jacobs — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, kaolin, fragrance (parfum), talc",12958,Peony
103,Marc Jacobs,Weightless Blush - No. 26,blush,Weightless Blush - No. 26 by Marc Jacobs — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, talc, cyclopentasiloxane, aloe barbadensis leaf juice, phenoxyethanol, kaempferia extract, titanium dioxide, fragrance (parfum), camellia sinensis leaf extract",12257,Fuchsia
104,Hourglass,Satin Blush,blush,Satin Blush by Hourglass — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, fragrance (parfum), iron oxides, mica, silica, cyclopentasiloxane, kaempferia extract",9404,Mocha
105,Marc Jacobs,Intense Blush - No. 65,blush,Intense Blush - No. 65 by Marc Jacobs — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, glycerin, squalane, aloe barbadensis leaf juice, dimethicone",6892,Toffee
106,Charlotte Tilbury,Hydra Blush - Signature,blush,Hydra Blush - Signature by Charlotte Tilbury — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, hyaluronic acid, mica, octyldodecanol, talc, titanium dioxide, kaempferia extract",7734,Shell
107,Sisley,Intense Blush - Edition,blush,Intense Blush - Edition by Sisley — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, aloe barbadensis leaf juice, cyclopentasiloxane, octyldodecanol, mica, fragrance (parfum), kaolin",28154,Peach
108,Pat McGrath,Creamy Blush - Signature,blush,Creamy Blush - Signature by Pat McGrath — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, camellia sinensis leaf extract, cetearyl alcohol, iron oxides, cyclopentasiloxane, hyaluronic acid, glycerin, caprylic/capric triglyceride, titanium dioxide, kaempferia extract",12122,Crimson
109,Guerlain,Velvet Blush,blush,Velvet Blush by Guerlain — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, hyaluronic acid, kaolin, fragrance (parfum), titanium dioxide, camellia sinensis leaf extract, glycerin, cetearyl alcohol, phenoxyethanol, talc",48737,Champagne
110,By Terry,Supreme Blush,blush,Supreme Blush by By Terry — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, mica, butyrospermum parkii (shea) butter, dimethicone, cetearyl alcohol",5327,Coral
111,Guerlain,Luminous Blush - Signature,blush,Luminous Blush - Signature by Guerlain — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, hyaluronic acid, phenoxyethanol, titanium dioxide, cetearyl alcohol, kaempferia extract, aloe barbadensis leaf juice, ethylhexylglycerin, dimethicone",17686,Deep Cocoa
112,Bobbi Brown,Velvety Blush - Edition,blush,Velvety Blush - Edition by Bobbi Brown — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, kaempferia extract, aloe barbadensis leaf juice, fragrance (parfum), talc, cetearyl alcohol",4836,Honey
113,Dior,Perfect Blush,blush,Perfect Blush by Dior — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, hyaluronic acid, talc, ethylhexylglycerin, butyrospermum parkii (shea) butter, phenoxyethanol",15965,Nude
114,Estée Lauder,Luminous Blush,blush,Luminous Blush by Estée Lauder — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, ethylhexylglycerin, kaempferia extract, caprylic/capric triglyceride, talc",58868,Fuchsia
115,Tom Ford,Luxury Blush,blush,Luxury Blush by Tom Ford — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, kaempferia extract, iron oxides, dimethicone, glycerin, camellia sinensis leaf extract",14515,Sand
116,Laura Mercier,Infused Blush - Signature,blush,Infused Blush - Signature by Laura Mercier — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, kaempferia extract, iron oxides, cyclopentasiloxane, phenoxyethanol, squalane, fragrance (parfum), aloe barbadensis leaf juice, hyaluronic acid",44135,Champagne
117,Dior,Silk Blush - No. 54,blush,Silk Blush - No. 54 by Dior — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, aloe barbadensis leaf juice, octyldodecanol, mica, silica, hyaluronic acid",19165,Mocha
118,Charlotte Tilbury,Hydra Blush,blush,Hydra Blush by Charlotte Tilbury — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), kaolin, octyldodecanol, phenoxyethanol, dimethicone",36925,Gold
119,Guerlain,Radiant Blush,blush,Radiant Blush by Guerlain — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, caprylic/capric triglyceride, cyclopentasiloxane, camellia sinensis leaf extract, octyldodecanol, silica, butyrospermum parkii (shea) butter, talc",7987,Sand
120,Estée Lauder,Luxury Blush,blush,Luxury Blush by Estée Lauder — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, octyldodecanol, talc, aloe barbadensis leaf juice, glycerin, titanium dioxide, iron oxides",8323,Topaz
121,Yves Saint Laurent,Glow Blush - Collection,blush,Glow Blush - Collection by Yves Saint Laurent — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, hyaluronic acid, butyrospermum parkii (shea) butter, mica, silica, kaolin",6901,Caramel
122,Hermès Beauty,Silk Blush - Edition,blush,Silk Blush - Edition by Hermès Beauty — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, mica, kaempferia extract, hyaluronic acid, aloe barbadensis leaf juice",7008,Espresso
123,Valentino Beauty,Satin Blush,blush,Satin Blush by Valentino Beauty — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, dimethicone, iron oxides, titanium dioxide, kaolin, cetearyl alcohol, aloe barbadensis leaf juice, butyrospermum parkii (shea) butter, caprylic/capric triglyceride",20626,Ivory
124,Sisley,Weightless Blush,blush,Weightless Blush by Sisley — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, ethylhexylglycerin, cyclopentasiloxane, silica, fragrance (parfum), iron oxides, titanium dioxide, octyldodecanol, kaempferia extract",5775,Espresso
125,Dolce & Gabbana,Velvety Blush,blush,Velvety Blush by Dolce & Gabbana — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, dimethicone, fragrance (parfum), kaolin, titanium dioxide, octyldodecanol, kaempferia extract, glycerin",8946,Espresso
126,Sisley,Luxury Blush - Signature,blush,Luxury Blush - Signature by Sisley — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, camellia sinensis leaf extract, ethylhexylglycerin, hyaluronic acid, dimethicone, butyrospermum parkii (shea) butter",15181,Shell
127,Sisley,Sheer Blush,blush,Sheer Blush by Sisley — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), ethylhexylglycerin, aloe barbadensis leaf juice, hyaluronic acid, mica, camellia sinensis leaf extract, cetearyl alcohol, glycerin, dimethicone",6657,Topaz
128,Marc Jacobs,Longwear Blush,blush,Longwear Blush by Marc Jacobs — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), hyaluronic acid, titanium dioxide, aloe barbadensis leaf juice, camellia sinensis leaf extract, glycerin",7871,Honey
129,Tom Ford,Longwear Blush - Signature,blush,Longwear Blush - Signature by Tom Ford — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, phenoxyethanol, kaempferia extract, ethylhexylglycerin, dimethicone, butyrospermum parkii (shea) butter",10812,Champagne
130,La Mer,Silk Blush,blush,Silk Blush by La Mer — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, octyldodecanol, camellia sinensis leaf extract, hyaluronic acid, silica, fragrance (parfum), iron oxides, ethylhexylglycerin, aloe barbadensis leaf juice, kaempferia extract",5125,Coral
131,Pat McGrath,Glow Blush,blush,Glow Blush by Pat McGrath — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, glycerin, hyaluronic acid, caprylic/capric triglyceride, squalane, cetearyl alcohol, kaolin, iron oxides, aloe barbadensis leaf juice, phenoxyethanol",25795,Crimson
132,Sisley Paris,Longwear Blush - Signature,blush,Longwear Blush - Signature by Sisley Paris — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, dimethicone, fragrance (parfum), hyaluronic acid, glycerin, mica, squalane, titanium dioxide",14231,Mocha
133,Marc Jacobs,Perfect Blush - Alternative 3,blush,Perfect Blush by Marc Jacobs — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, dimethicone, fragrance (parfum), camellia sinensis leaf extract, hyaluronic acid, phenoxyethanol, cetearyl alcohol, iron oxides, silica",33692,Fuchsia
134,Dolce & Gabbana,Ultra Blush,blush,Ultra Blush by Dolce & Gabbana — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), glycerin, squalane, butyrospermum parkii (shea) butter, cyclopentasiloxane, talc, hyaluronic acid, mica",5801,Topaz
135,Charlotte Tilbury,Velvety Blush,blush,Velvety Blush by Charlotte Tilbury — premium blush formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, silica, aloe barbadensis leaf juice, dimethicone, octyldodecanol, camellia sinensis leaf extract, butyrospermum parkii (shea) butter, iron oxides, cyclopentasiloxane, caprylic/capric triglyceride",10405,Gold
